
検索元URL,https://news.yahoo.co.jp/rss/categories/domestic.xml

茨城県で独自の“緊急事態宣言”発出へ(テレビ朝日系（ANN）),https://headlines.yahoo.co.jp/hl?a=20210115-00000044-ann-soci&source=rss,茨城県の大井川知事は県内で新型コロナウイルスの感染が急拡大しているとして、独自の緊急事態宣言を発出することを明らかにしました。大井川知事は会見で県独自の緊急事態宣言について、期間を今月18日か,2021-01-15T08:59:13.000Z,https://headlines.yahoo.co.jp/cm/main?d=20210115-00000044-ann-soci

検索ヒット記事数,1

-------------------------------------------------------------------------------------

検索元URL,https://www.nhk.or.jp/rss/news/cat0.xml

「実効再生産数」 11都府県で「1」超続く 緊急事態宣言1週間,http://www3.nhk.or.jp/news/html/20210115/k10012816371000.html,緊急事態宣言が出されてから15日で1週間になります。今週から新たに対象地域となった7府県を加えた11都府県について、NHKが感染状況を見る指標で、1人の感染者から何人に感染が広がるかを示す「実効再生産数」を専門家に監修を受けた簡易な方法で計算しました。11都府県すべてで感染が拡大に向かうことを示す「1」を上回っていて、拡大のペースが上がっている地域も見られます。,Fri, 15 Jan 2021 17:21:59 +0900,
「白木屋」「魚民」モンテローザ 都内61店閉店へ 時短で支障も,http://www3.nhk.or.jp/news/html/20210115/k10012816651000.html,「白木屋」や「魚民」を展開する居酒屋チェーン大手のモンテローザは、緊急事態宣言に伴う営業時間の短縮要請で事業の継続に支障が出るおそれがあるとして、東京都内にある店のおよそ2割に当たる61店舗を閉店すると発表しました。,Fri, 15 Jan 2021 17:36:09 +0900,
「桁が違う状態だ」小池都知事 “不要不急の外出自粛 徹底を”,http://www3.nhk.or.jp/news/html/20210115/k10012816561000.html,東京など1都3県に緊急事態宣言が出されてから1週間がたち、小池知事は記者会見で、今は去年の緊急事態宣言時の陽性者数とは「桁が違う状態だ」と指摘したうえで、不要不急の外出は徹底して自粛するよう強く呼びかけました。,Fri, 15 Jan 2021 17:08:58 +0900,

検索ヒット記事数,3
